Price,City,District,Neighborhood,Average Price,Listing Number,Listing Update Date,Category,Net Square Meters,Number of Rooms,Floor,Heating Type,Deposit,Number of Bathrooms,Listing Creation Date,Type,Kind,Gross Square Meters,Building Age,Number of Building Floors,Usage Status,Within Site,Price Status,Structure Status,Furnishing Status,Balcony Status,Building Type,Number of WCs,Swap,Bathroom Square Meters,Living Room Square Meters,WC Square Meters,Virtual Tour Available?,Maintenance Fee,Balcony Type,Number of Balconies,Balcony Square Meters
13500TL,İstanbul,Bahçelievler,Zafer Mahallesi,11550.0,15786016,28 Ağustos 2024,Kiralık,70 m²,2+1,1.Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,75 m²,11-15,4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
12000TL,İstanbul,Küçükçekmece,Mehmet Akif Mahallesi,8320.0,15786008,28 Ağustos 2024,Kiralık,55 m²,2+1,Bahçe Katı,Kombi Doğalgaz,12000 TL,1,28 Ağustos 2024,Konut,Daire,65 m²,5-10,4,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,,,1,
13000TL,İstanbul,Kağıthane,Yahya Kemal Mahallesi,18060.0,15786004,28 Ağustos 2024,Kiralık,60 m²,1+1,Çatı Katı,Kombi Doğalgaz,13000 TL,1,28 Ağustos 2024,Konut,Daire,70 m²,0 (Yeni),5,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,1,Yok,,,,Hayır,50 TL,Açık Teras,1,
17000TL,İstanbul,Arnavutköy,İslambey Mahallesi,14940.0,15785974,28 Ağustos 2024,Kiralık,85 m²,2+1,1.Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,90 m²,5-10,5,Boş,Hayır,Genel Fiyat,,,Var,,1,Yok,,,,,150 TL,Kapalı Balkon,1,
17000TL,İstanbul,Eyüpsultan,Merkez Mahallesi,19260.0,15785973,30 Ağustos 2024,Kiralık,85 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,17000 TL,1,28 Ağustos 2024,Konut,Daire,90 m²,11-15,5,Boş,Hayır,Genel Fiyat,,,Var,,,,6 m²,,,,200 TL,Açık Balkon,1,6 m²
11000TL,İstanbul,Küçükçekmece,Atatürk Mahallesi,9555.0,15785964,28 Ağustos 2024,Kiralık,55 m²,1+1,1.Kat,Doğalgaz Sobalı,11000 TL,1,28 Ağustos 2024,Konut,Daire,65 m²,16-20,5,Boş,Hayır,Genel Fiyat,,,Yok,,,,,,,,,,,
100000TL,İstanbul,Beşiktaş,Türkali Mahallesi,41814.0,15785949,28 Ağustos 2024,Kiralık,105 m²,3+1,5.Kat,Kombi Doğalgaz,,2,28 Ağustos 2024,Konut,Daire,138 m²,5-10,5,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
13500TL,İstanbul,Gaziosmanpaşa,Karlıtepe Mahallesi,14320.0,15785941,28 Ağustos 2024,Kiralık,75 m²,2+1,Bahçe Katı,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,80 m²,11-15,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
37000TL,İstanbul,Fatih,Balat Mahallesi,35625.0,15785917,28 Ağustos 2024,Kiralık,110 m²,3+1,,Kombi Doğalgaz,,3,28 Ağustos 2024,Konut,Müstakil Ev,125 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
23000TL,İstanbul,Fatih,Akşemsettin Mahallesi,17510.0,15785863,29 Ağustos 2024,Kiralık,75 m²,2+1,3.Kat,Kombi Doğalgaz,30000 TL,1,28 Ağustos 2024,Konut,Daire,85 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,İkinci El,Eşyalı,Var,Betonarme,1,Yok,7 m²,40 m²,7 m²,Evet,,Açık Balkon,1,5 m²
39000TL,İstanbul,Üsküdar,Mehmet Akif Ersoy Mahallesi,25620.0,15785805,28 Ağustos 2024,Kiralık,130 m²,3+1,3.Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,140 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,İkinci El,Eşyalı,,,,Yok,,0 m²,,,,,,
15500TL,İstanbul,Esenyurt,Mehmet Akif Ersoy Mahallesi,12600.0,15785802,28 Ağustos 2024,Kiralık,90 m²,1+1,5.Kat,Kombi Doğalgaz,20000 TL,1,28 Ağustos 2024,Konut,Daire,100 m²,5-10,5,Boş,Hayır,Genel Fiyat,,Eşyalı,,,1,,,,,,100 TL,,,
27000TL,İstanbul,Kartal,Hürriyet Mahallesi,19170.0,15785791,28 Ağustos 2024,Kiralık,75 m²,2+1,3.Kat,Merkezi (Pay Ölçer),,1,28 Ağustos 2024,Konut,Daire,90 m²,5-10,14,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
20000TL,İstanbul,Gaziosmanpaşa,Sarıgöl Mahallesi,13333.0,15785784,28 Ağustos 2024,Kiralık,55 m²,1+1,1.Kat,Merkezi (Pay Ölçer),,1,28 Ağustos 2024,Konut,Daire,67 m²,5-10,11,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
19000TL,İstanbul,Beyoğlu,Halıcıoğlu Mahallesi,17190.0,15785780,29 Ağustos 2024,Kiralık,80 m²,3+1,3.Kat,Kombi Doğalgaz,19000 TL,1,28 Ağustos 2024,Konut,Daire,90 m²,16-20,4,Boş,Hayır,Genel Fiyat,,Boş,Var,,1,,,,,,0 TL,Kapalı Balkon,1,
14000TL,İstanbul,Gaziosmanpaşa,Sarıgöl Mahallesi,12935.0,15785777,30 Ağustos 2024,Kiralık,60 m²,1+1,Bahçe Katı,Kombi Doğalgaz,14000 TL,1,28 Ağustos 2024,Konut,Daire,65 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
54000TL,İstanbul,Üsküdar,Acıbadem Mahallesi,57750.0,15785760,28 Ağustos 2024,Kiralık,110 m²,3+1,4.Kat,Kombi Doğalgaz,,2,28 Ağustos 2024,Konut,Daire,150 m²,4,4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
18000TL,İstanbul,Küçükçekmece,Sultan Murat Mahallesi,17710.0,15785714,29 Ağustos 2024,Kiralık,98 m²,2.5+1,3.Kat,Kombi Doğalgaz,18000 TL,1,28 Ağustos 2024,Konut,Daire,110 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
20000TL,İstanbul,Şişli,Mecidiyeköy Mahallesi,20315.0,15785703,28 Ağustos 2024,Kiralık,80 m²,1+1,1.Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,85 m²,21 Ve Üzeri,6,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
38000TL,İstanbul,Beşiktaş,Cihannüma Mahallesi,36600.0,15785702,28 Ağustos 2024,Kiralık,115 m²,3+1,2.Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,120 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
26000TL,İstanbul,Beşiktaş,Cihannüma Mahallesi,19825.0,15785700,28 Ağustos 2024,Kiralık,60 m²,2+1,Kot 1 (-1).Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,65 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
25000TL,İstanbul,Sultangazi,Gazi Mahallesi,13230.0,15785681,28 Ağustos 2024,Kiralık,85 m²,2+1,3.Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,90 m²,11-15,5,Mülk Sahibi Oturuyor,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
18000arrow_downward%10TL,İstanbul,Büyükçekmece,Murat Çeşme Mahallesi,16900.0,15785670,29 Ağustos 2024,Kiralık,95 m²,2+1,4.Kat,Yerden Isıtma,20000 TL,1,28 Ağustos 2024,Konut,Daire,100 m²,1,4,Boş,Hayır,Genel Fiyat,Sıfır,Boş,Var,Betonarme,,,,,,,,Açık Teras,1,
15000TL,İstanbul,Küçükçekmece,Atatürk Mahallesi,12495.0,15785640,28 Ağustos 2024,Kiralık,80 m²,1+1,Kot 3 (-3).Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,85 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,Boş,Var,,,,,,,,,,1,
23000TL,İstanbul,Ataşehir,İçerenköy Mahallesi,20800.0,15785617,28 Ağustos 2024,Kiralık,90 m²,3+1,Kot 2 (-2).Kat,Kombi Doğalgaz,23000 TL,1,28 Ağustos 2024,Konut,Daire,100 m²,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,2,Yok,10 m²,20 m²,5 m²,Hayır,100 TL,Kapalı Balkon,2,2 m²
32000TL,İstanbul,Kadıköy,Osmanağa Mahallesi,22152.0,15785580,28 Ağustos 2024,Kiralık,70 m²,2+1,3.Kat,Kombi Doğalgaz,45000 TL,1,28 Ağustos 2024,Konut,Daire,71 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,,Yok,,1,,,,,,,,,
28000arrow_downward%7TL,İstanbul,Maltepe,Çınar Mahallesi,35300.0,15785534,29 Ağustos 2024,Kiralık,80 m²,2+1,4.Kat,Kombi Doğalgaz,28000 TL,1,28 Ağustos 2024,Konut,Daire,100 m²,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,Hayır,Genel Fiyat,İkinci El,Boş,Var,Taş Bina,1,Yok,1 m²,1 m²,1 m²,Hayır,100 TL,Kapalı Balkon,1,1 m²
17000TL,İstanbul,Üsküdar,Mimar Sinan Mahallesi,4245.0,15785528,28 Ağustos 2024,Kiralık,10 m²,Stüdyo,Kot 1 (-1).Kat,Kombi Doğalgaz,17000 TL,1,28 Ağustos 2024,Konut,Daire,15 m²,0 (Yeni),4,Boş,Hayır,Genel Fiyat,Sıfır,Boş,Yok,Betonarme,1,Yok,,,,Evet,250 TL,,,
25000TL,İstanbul,Üsküdar,Küçük Çamlıca Mahallesi,25630.0,15785503,28 Ağustos 2024,Kiralık,90 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,25000 TL,1,28 Ağustos 2024,Konut,Daire,110 m²,21 Ve Üzeri,2,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,2,Yok,,31 m²,,,,,1,
25500TL,İstanbul,Kartal,Hürriyet Mahallesi,29820.0,15785480,28 Ağustos 2024,Kiralık,120 m²,3+1,4.Kat,Kombi Doğalgaz,25500 TL,1,28 Ağustos 2024,Konut,Daire,140 m²,21 Ve Üzeri,10,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,2,Yok,,,,Hayır,150 TL," Açık Balkon, Kapalı Balkon  ",2,
27000TL,İstanbul,Ümraniye,Çamlık Mahallesi,37620.0,15785409,28 Ağustos 2024,Kiralık,170 m²,4+2,3.Kat,Kombi Doğalgaz,,2,28 Ağustos 2024,Konut,Daire,180 m²,11-15,4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
27000TL,İstanbul,Ümraniye,Çakmak Mahallesi,24150.0,15785408,28 Ağustos 2024,Kiralık,105 m²,3+1,1.Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,115 m²,11-15,8,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
35000TL,İstanbul,Ataşehir,Kayışdağı Mahallesi,32760.0,15785407,28 Ağustos 2024,Kiralık,110 m²,4+1,3.Kat,Kombi Doğalgaz,,2,28 Ağustos 2024,Konut,Daire,130 m²,5-10,4,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
30000TL,İstanbul,Kartal,Hürriyet Mahallesi,26625.0,15785386,28 Ağustos 2024,Kiralık,105 m²,3+1,5.Kat,Kombi Doğalgaz,30000 TL,1,28 Ağustos 2024,Konut,Daire,125 m²,0 (Yeni),14,Boş,Hayır,Genel Fiyat,Sıfır,Boş,Var,Betonarme,1,Yok,,,,Hayır,,Açık Balkon,1,
25000TL,İstanbul,Maltepe,Altayçeşme Mahallesi,35100.0,15785384,28 Ağustos 2024,Kiralık,120 m²,3+1,3.Kat,Kombi Doğalgaz,,2,28 Ağustos 2024,Konut,Daire,130 m²,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
11000TL,İstanbul,Küçükçekmece,Kanarya Mahallesi,11500.0,15785352,28 Ağustos 2024,Kiralık,90 m²,2+1,3.Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,100 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
20000TL,İstanbul,Fatih,Topkapı Mahallesi,16490.0,15785342,28 Ağustos 2024,Kiralık,80 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,20000 TL,1,28 Ağustos 2024,Konut,Daire,85 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,,Yok,,,,,,,,,,,
18500TL,İstanbul,Sancaktepe,Sarıgazi Mahallesi,22960.0,15785324,30 Ağustos 2024,Kiralık,110 m²,2+1,4.Kat,Kombi Doğalgaz,18500 TL,1,28 Ağustos 2024,Konut,Daire,140 m²,11-15,5,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,100 TL,,,
10000TL,İstanbul,Sarıyer,Bahçeköy Yeni Mahallesi,14520.0,15785312,28 Ağustos 2024,Kiralık,50 m²,1+1,3.Kat,Kombi Doğalgaz,10000 TL,1,28 Ağustos 2024,Konut,Daire,60 m²,16-20,3,Boş,Hayır,Genel Fiyat,İkinci El,Eşyalı,Yok,Betonarme,1,,,,,Hayır,,,,
16000TL,İstanbul,Bahçelievler,Şirinevler Mahallesi,15700.0,15785294,30 Ağustos 2024,Kiralık,85 m²,2+1,5.Kat,Kombi Doğalgaz,16000 TL,1,28 Ağustos 2024,Konut,Daire,100 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,İkinci El,,Var,Betonarme,1,,,,,,100 TL,Açık Balkon,1,
22000TL,İstanbul,Sarıyer,Ptt Evleri Mahallesi,14365.0,15785180,28 Ağustos 2024,Kiralık,60 m²,1+1,Yüksek Giriş,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,65 m²,16-20,4,Boş,Hayır,Genel Fiyat,İkinci El,,Var,Betonarme,1,Yok,,,,Hayır,0 TL,Kapalı Balkon,1,
16000TL,İstanbul,Güngören,Akıncılar Mahallesi,13500.0,15785160,28 Ağustos 2024,Kiralık,85 m²,2+1,3.Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,90 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
20000TL,İstanbul,Gaziosmanpaşa,Karayolları Mahallesi,41280.0,15785037,28 Ağustos 2024,Kiralık,80 m²,2+1,4.Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,120 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
19500TL,İstanbul,Avcılar,Cihangir Mahallesi,13395.0,15784983,29 Ağustos 2024,Kiralık,87 m²,2+1,2.Kat,Kombi Doğalgaz,40000 TL,1,28 Ağustos 2024,Konut,Daire,95 m²,11-15,3,Boş,Hayır,Genel Fiyat,,Boş,Var,,,,,,,,,Açık Balkon,1,
13000TL,İstanbul,Ümraniye,Aşağı Dudullu Mahallesi,19800.0,15784962,28 Ağustos 2024,Kiralık,80 m²,2+1,Bodrum Kat,Kombi Doğalgaz,13000100 TL,1,28 Ağustos 2024,Konut,Daire,90 m²,16-20,4,Boş,Hayır,Genel Fiyat,,,Yok,,,,,,,,100 TL,,,
18000TL,İstanbul,Avcılar,Gümüşpala Mahallesi,10800.0,15784950,28 Ağustos 2024,Kiralık,55 m²,2+1,Çatı Katı,Kombi Doğalgaz,18000 TL,1,28 Ağustos 2024,Konut,Daire,80 m²,0 (Yeni),5,Boş,Hayır,Genel Fiyat,Sıfır,,Var,,1,,,,,,,Açık Teras,1,
21500arrow_downward%7TL,İstanbul,Silivri,Yeni Mahallesi,14400.0,15784913,30 Ağustos 2024,Kiralık,80 m²,2+1,7.Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,90 m²,5-10,7,Boş,Hayır,Genel Fiyat,İkinci El,Eşyalı,,Betonarme,,Yok,,,,,,,,
55000TL,İstanbul,Kadıköy,Kozyatağı Mahallesi,35200.0,15784898,28 Ağustos 2024,Kiralık,100 m²,3+1,5.Kat,Kombi Doğalgaz,55000 TL,2,28 Ağustos 2024,Konut,Daire,110 m²,11-15,6,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,1500 TL,,,
17000TL,İstanbul,Arnavutköy,Mareşal Fevzi Çakmak Mahallesi,17900.0,15784827,30 Ağustos 2024,Kiralık,90 m²,2+1,1.Kat,Kombi Doğalgaz,34000 TL,1,28 Ağustos 2024,Konut,Daire,100 m²,5-10,3,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,,Kapalı Balkon,1,
9750TL,İstanbul,Esenyurt,Mehmet Akif Ersoy Mahallesi,12600.0,15784806,28 Ağustos 2024,Kiralık,90 m²,2+1,Bahçe Katı,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,100 m²,5-10,5,Boş,Hayır,Genel Fiyat,,Boş,Var,,2,,,,,,,,,
17000TL,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mahallesi,13510.0,15784793,28 Ağustos 2024,Kiralık,50 m²,1+1,7.Kat,Merkezi (Pay Ölçer),34000 TL,1,28 Ağustos 2024,Konut,Daire,70 m²,1,11,Boş,Evet,Genel Fiyat,,,Yok,,,,,,,,,,,
10000TL,İstanbul,Arnavutköy,Nenehatun Mahallesi,15400.0,15784788,28 Ağustos 2024,Kiralık,100 m²,2+1,5.Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,110 m²,11-15,5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
29500TL,İstanbul,Pendik,Fevzi Çakmak Mahallesi,23040.0,15784786,28 Ağustos 2024,Kiralık,105 m²,2+1,2.Kat,Merkezi (Pay Ölçer),,1,28 Ağustos 2024,Konut,Daire,120 m²,0 (Yeni),4,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
35000arrow_downward%10TL,İstanbul,Kadıköy,Merdivenköy Mahallesi,33875.0,15784718,29 Ağustos 2024,Kiralık,100 m²,3+1,7.Kat,Merkezi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,125 m²,21 Ve Üzeri,9,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
10000TL,İstanbul,Esenyurt,Mehmet Akif Ersoy Mahallesi,7560.0,15784684,28 Ağustos 2024,Kiralık,50 m²,1+1,4.Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,60 m²,11-15,5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
9000TL,İstanbul,Fatih,Yedikule Mahallesi,10260.0,15784679,28 Ağustos 2024,Kiralık,55 m²,1+1,Yüksek Giriş,Doğalgaz Sobalı,9000 TL,1,28 Ağustos 2024,Konut,Daire,60 m²,16-20,4,Boş,Hayır,Genel Fiyat,,,Yok,,,,,,,,0 TL,,,
18000TL,İstanbul,Sancaktepe,Atatürk Mahallesi,22260.0,15784630,28 Ağustos 2024,Kiralık,130 m²,3+1,3.Kat,Kombi Doğalgaz,18000 TL,1,28 Ağustos 2024,Konut,Daire,140 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,,Yok,,,,Hayır,,Açık Balkon,2,
25000TL,İstanbul,Tuzla,Mimar Sinan Mahallesi,21390.0,15784611,28 Ağustos 2024,Kiralık,90 m²,3+1,Düz Giriş (Zemin),Yerden Isıtma,50000 TL,2,28 Ağustos 2024,Konut,Daire,115 m²,1,1,Boş,Hayır,Genel Fiyat,,,,,,,,,,,800 TL,,,
35000TL,İstanbul,Eyüpsultan,Esentepe Mahallesi,23760.0,15784594,28 Ağustos 2024,Kiralık,100 m²,3+1,5.Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,110 m²,5-10,6,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
31500TL,İstanbul,Eyüpsultan,Çırçır Mahallesi,24465.0,15784592,28 Ağustos 2024,Kiralık,80 m²,2+1,3.Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,105 m²,4,10,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
25000arrow_downward%11TL,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mahallesi,23160.0,15784558,28 Ağustos 2024,Kiralık,95 m²,2+1,9.Kat,Merkezi (Pay Ölçer),,1,28 Ağustos 2024,Konut,Daire,120 m²,5-10,25,Boş,Evet,Genel Fiyat,,,,,,,,,,,,,,
22000arrow_downward%12TL,İstanbul,Üsküdar,Murat Reis Mahallesi,30360.0,15784522,29 Ağustos 2024,Kiralık,110 m²,2+1,1.Kat,Kombi Doğalgaz,25000 TL,1,28 Ağustos 2024,Konut,Daire,132 m²,21 Ve Üzeri,4,Kiracı Oturuyor,Hayır,Birim Fiyat,İkinci El,Boş,Var,Betonarme,2,,,,,Hayır,100 TL,Kapalı Balkon,2,
10000TL,İstanbul,Esenyurt,Pınar Mahallesi,9450.0,15784501,28 Ağustos 2024,Kiralık,70 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,90 m²,5-10,6,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
28000TL,İstanbul,Pendik,Kaynarca Mahallesi,22490.0,15784496,28 Ağustos 2024,Kiralık,110 m²,3+1,6.Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,130 m²,21 Ve Üzeri,6,Boş,Hayır,Genel Fiyat,İkinci El,Boş,,,2,Yok,,0 m²,,,,,,
12000TL,İstanbul,Küçükçekmece,Mehmet Akif Mahallesi,10880.0,15784488,29 Ağustos 2024,Kiralık,75 m²,1+1,4.Kat,Doğalgaz Sobalı,12000 TL,1,28 Ağustos 2024,Konut,Daire,85 m²,21 Ve Üzeri,7,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,100 TL,,,
135000TL,İstanbul,Kadıköy,Göztepe Mahallesi,104190.0,15784351,28 Ağustos 2024,Kiralık,198 m²,4+1,6.Kat,Merkezi Doğalgaz,,2,28 Ağustos 2024,Konut,Daire,230 m²,21 Ve Üzeri,8,Kiracı Oturuyor,Hayır,Genel Fiyat,İkinci El,Boş,,,,Yok,,,,,,,,
11000arrow_downward%8TL,İstanbul,Fatih,Topkapı Mahallesi,13580.0,15784314,30 Ağustos 2024,Kiralık,60 m²,1+1,Bahçe Katı,Doğalgaz Sobalı,,1,28 Ağustos 2024,Konut,Daire,70 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,50 TL,Açık Balkon,1,
25000TL,İstanbul,Gaziosmanpaşa,Barbaros Hayrettinpaşa Mahallesi,24600.0,15784256,29 Ağustos 2024,Kiralık,140 m²,3+1,3.Kat,Kombi Doğalgaz,25000 TL,1,28 Ağustos 2024,Konut,Daire,150 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,,,2,
20000TL,İstanbul,Ümraniye,Esenevler Mahallesi,21600.0,15784216,28 Ağustos 2024,Kiralık,75 m²,1+1,Bahçe Katı,Kombi Doğalgaz,20000 TL,2,28 Ağustos 2024,Konut,Daire,90 m²,11-15,5,Boş,Hayır,Genel Fiyat,,,,,2,,,,,,0 TL,,,
35000TL,İstanbul,Küçükçekmece,Atakent Mahallesi,35772.0,15784192,29 Ağustos 2024,Kiralık,110 m²,3+1,8.Kat,Kombi Doğalgaz,,2,28 Ağustos 2024,Konut,Daire,132 m²,11-15,11,Boş,Hayır,Genel Fiyat,,Boş,Var,,2,,,,,,,,1,
35000TL,İstanbul,Sarıyer,Kireçburnu Mahallesi,19360.0,15784111,30 Ağustos 2024,Kiralık,70 m²,1+1,Düz Giriş (Zemin),Kombi Doğalgaz,50000 TL,1,28 Ağustos 2024,Konut,Daire,80 m²,16-20,2,Boş,Hayır,Genel Fiyat,İkinci El,Eşyalı,Var,Betonarme,2,Yok,,,,Hayır,,Açık Balkon,1,
13500TL,İstanbul,Silivri,Mimar Sinan Mahallesi,14220.0,15784070,30 Ağustos 2024,Kiralık,80 m²,2+1,Çatı Katı,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,90 m²,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
30000TL,İstanbul,Sarıyer,Kireçburnu Mahallesi,29040.0,15783996,28 Ağustos 2024,Kiralık,115 m²,3+1,1.Kat,Kombi Doğalgaz,30000 TL,1,28 Ağustos 2024,Konut,Daire,120 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,1,Yok,6 m²,40 m²,5 m²,Evet,0 TL,Açık Balkon,4 +,5 m²
27000TL,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,24150.0,15783980,30 Ağustos 2024,Kiralık,120 m²,3+1,3.Kat,Merkezi (Pay Ölçer),54000 TL,2,28 Ağustos 2024,Konut,Daire,150 m²,0 (Yeni),7,Boş,Evet,Genel Fiyat,,,Var,,,,,,,,1000 TL,Açık Balkon,1,10 m²
25000TL,İstanbul,Beşiktaş,Mecidiye Mahallesi,24960.0,15783943,30 Ağustos 2024,Kiralık,75 m²,2+1,3.Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,80 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,İkinci El,,,Betonarme,,Yok,,,,,,,,
20000TL,İstanbul,Beşiktaş,Mecidiye Mahallesi,23400.0,15783941,30 Ağustos 2024,Kiralık,65 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,75 m²,16-20,4,Boş,Hayır,Genel Fiyat,İkinci El,,,Betonarme,,Yok,,,,,,,,
28000TL,İstanbul,Beşiktaş,Ortaköy Mahallesi,31025.0,15783938,30 Ağustos 2024,Kiralık,80 m²,2+1,3.Kat,Merkezi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,85 m²,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,Hayır,Genel Fiyat,İkinci El,Eşyalı,,Betonarme,,Yok,,,,,,,,
30000TL,İstanbul,Ataşehir,İçerenköy Mahallesi,32240.0,15783915,29 Ağustos 2024,Kiralık,145 m²,3+1,5.Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,155 m²,21 Ve Üzeri,7,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
25000TL,İstanbul,Çekmeköy,Merkez Mahallesi,27810.0,15783865,28 Ağustos 2024,Kiralık,117 m²,3+1,1.Kat,Kombi Doğalgaz,25000 TL,1,28 Ağustos 2024,Konut,Daire,135 m²,5-10,5,Kiracı Oturuyor,Evet,Genel Fiyat,İkinci El,,Var,Betonarme,,,,,,Evet,100 TL,,,
